id_indiv,id_territoire,id_legis,id_mandat,id_inves,id_motif_deb,id_motif_fin,remporte,id_suppleant,date_deb,date_fin
PA608016,PO644729,14,1,,1,3,True,PA642863,2012-06-20,2017-06-20
PA608016,PO792152,16,1,,1,0,True,PA794750,2022-06-19,
PA642651,PO644435,14,1,,4,3,True,,2012-06-20,2017-06-20
PA627,PO384358,13,1,,1,3,True,PA1963,2007-06-20,2012-06-19
PA627,PO230526,12,1,,1,3,True,PA1963,2002-06-19,2007-06-19
PA2964,PO384842,13,1,,1,3,True,PA347588,2007-06-20,2012-06-19
PA633,PO230824,12,1,,1,3,True,PA267670,2002-06-19,2007-06-19
PA633,PO384656,13,1,,1,3,True,PA267670,2007-06-20,2012-06-19
PA719866,PO793062,16,1,,1,0,True,PA794046,2022-06-19,
PA719866,PO717804,15,1,,1,3,True,PA719870,2017-06-18,2022-06-21
PA642876,PO644692,14,1,,13,3,True,,2012-06-20,2017-06-20
PA267197,PO230713,12,1,,1,3,True,PA267198,2002-06-19,2007-06-19
PA2025,PO230599,12,1,,1,3,True,PA267281,2002-06-19,2007-06-19
PA1504,PO230477,12,1,,1,3,True,PA267512,2002-06-19,2007-06-19
PA1276,PO718070,15,1,,1,3,True,PA720712,2017-06-18,2022-06-21
PA267801,PO644851,14,1,,1,3,True,PA643089,2012-06-20,2017-06-20
PA267801,PO230865,12,1,,1,3,True,PA267802,2002-06-19,2007-06-19
PA267801,PO384697,13,1,,1,7,True,PA345727,2007-06-20,2008-04-19
PA267801,PO718282,15,1,,1,17,True,PA643089,2017-06-18,2018-07-15
PA267801,PO384697,13,1,,10,3,True,PA345727,2007-06-20,2012-06-19
PA721296,PO718494,15,1,,1,3,True,PA721300,2017-06-18,2022-06-21
PA721296,PO792600,16,1,,1,0,True,PA795394,2022-06-19,
PA793342,PO792676,16,1,,1,0,True,PA224456,2022-06-19,
PA337171,PO384803,13,1,,1,3,True,PA347165,2007-06-20,2012-06-19
PA720822,PO718086,15,1,,1,3,True,PA720826,2017-06-18,2022-06-21
PA720822,PO792202,16,1,,1,0,True,PA794682,2022-06-19,
PA2192,PO230573,12,1,,1,3,True,PA267852,2002-06-19,2007-06-19
PA332747,PO644624,14,1,,1,3,True,PA342747,2012-06-20,2017-06-20
PA332747,PO384470,13,1,,1,3,True,PA342747,2007-06-20,2012-06-19
PA332747,PO717874,15,1,,1,7,True,PA719910,2017-06-18,2018-10-05
PA332747,PO717874,15,1,,10,3,True,PA719910,2017-06-18,2022-06-21
PA267785,PO718404,15,1,,1,3,True,PA721550,2017-06-18,2022-06-21
PA267785,PO644914,14,1,,1,3,True,PA643017,2012-06-20,2017-06-20
PA342539,PO384455,13,1,,4,3,True,,2007-06-20,2012-06-19
PA342539,PO644609,14,1,,4,6,True,,2012-06-20,2017-06-17
PA342539,PO644609,14,1,,4,6,True,,2012-06-20,2014-04-30
PA610936,PO645026,14,1,,1,3,True,PA643082,2012-06-20,2017-06-20
PA2179,PO230469,12,1,,1,3,True,PA267178,2002-06-19,2007-06-19
PA948,PO230500,12,1,,1,3,True,PA267185,2002-06-19,2007-06-19
PA795900,PO792448,16,1,,1,0,True,PA795904,2022-06-19,
PA721094,PO792774,16,1,,1,0,True,PA795172,2022-06-19,
PA721094,PO718564,15,1,,1,3,True,PA721098,2017-06-18,2022-06-21
PA605888,PO644515,14,1,,1,3,True,PA642694,2012-06-20,2017-06-20
PA1699,PO384531,13,1,,1,3,True,PA1547,2007-06-20,2012-06-19
PA1699,PO230699,12,1,,1,3,True,PA1547,2002-06-19,2007-06-19
PA1699,PO644685,14,1,,1,3,True,PA642827,2012-06-20,2017-06-20
PA793632,PO792940,16,1,,1,0,True,PA793636,2022-06-19,
PA643177,PO644488,14,1,,4,6,True,,2012-06-20,2017-06-17
PA721916,PO718276,15,1,,1,3,True,PA721920,2017-06-18,2022-06-21
PA721916,PO792396,16,1,,1,0,True,PA795628,2022-06-19,
PA551,PO644716,14,1,,1,3,True,PA642855,2012-06-20,2017-06-20
PA551,PO384562,13,1,,1,3,True,PA852,2007-06-20,2012-06-19
PA551,PO230730,12,1,,1,3,True,PA852,2002-06-19,2007-06-19
PA608348,PO644763,14,1,,1,3,True,PA642886,2012-06-20,2017-06-20
PA609042,PO644826,14,1,,1,3,True,PA642937,2012-06-20,2017-06-20
PA796010,PO792834,16,1,,1,0,True,PA796014,2022-06-19,
PA2421,PO230872,12,1,,1,3,True,PA267603,2002-06-19,2007-06-19
PA2421,PO384704,13,1,,1,3,True,PA267603,2007-06-20,2012-06-19
PA607090,PO717836,15,1,,1,3,True,PA719906,2017-06-18,2022-06-21
PA607090,PO791940,16,1,,1,0,True,PA794186,2022-06-19,
PA607090,PO644623,14,1,,1,3,True,PA642820,2012-06-20,2017-06-20
PA719286,PO717610,15,1,,1,3,True,PA719290,2017-06-18,2022-06-21
PA719286,PO792864,16,1,,1,0,True,PA793488,2022-06-19,
PA793696,PO792898,16,1,,1,0,True,PA793700,2022-06-19,
PA721024,PO718614,15,1,,1,3,True,PA721028,2017-06-18,2022-06-21
PA721024,PO792856,16,1,,1,0,True,PA795624,2022-06-19,
PA345027,PO384648,13,1,,4,3,True,,2007-06-20,2012-06-19
PA267292,PO230653,12,1,,1,3,True,PA267293,2002-06-19,2007-06-19
PA721742,PO718440,15,1,,1,3,True,PA721746,2017-06-18,2022-06-21
PA2320,PO230963,12,1,,1,3,True,PA267382,2002-06-19,2007-06-19
PA605804,PO644507,14,1,,1,3,True,PA642704,2012-06-20,2017-06-20
PA793872,PO793054,16,1,,1,0,True,PA719680,2022-06-19,
PA1615,PO230891,12,1,,1,3,True,PA267239,2002-06-19,2007-06-19
PA719578,PO717762,15,1,,1,3,True,PA719582,2017-06-18,2022-06-21
PA719578,PO793032,16,1,,1,0,True,PA793956,2022-06-19,
PA1198,PO717592,15,1,,1,3,True,PA719014,2017-06-18,2022-06-21
PA1198,PO644481,14,1,,1,3,True,PA2409,2012-06-20,2017-06-20
PA1198,PO384327,13,1,,1,3,True,PA340833,2007-06-20,2012-06-19
PA244,PO230852,12,1,,1,3,True,PA2101,2002-06-19,2007-06-19
PA794106,PO791948,16,1,,1,0,True,PA794110,2022-06-19,
PA609743,PO644898,14,1,,1,3,True,PA642991,2012-06-20,2017-06-20
PA522,PO384373,13,1,,1,3,True,PA267108,2007-06-20,2012-06-19
PA522,PO230541,12,1,,1,3,True,PA267108,2002-06-19,2007-06-19
PA536,PO644975,14,1,,1,3,True,PA643132,2012-06-20,2017-06-20
PA536,PO230989,12,1,,1,3,True,PA267899,2002-06-19,2007-06-19
PA774958,PO792360,16,1,,1,0,True,PA795208,2022-06-19,
PA774958,PO718240,15,1,,8,3,True,PA642961,2020-09-20,2022-06-21
PA250,PO384602,13,1,,10,3,True,PA2463,2007-06-20,2012-06-19
PA250,PO384602,13,1,,1,7,True,PA2463,2007-06-20,2007-07-19
PA719550,PO717720,15,1,,1,3,True,PA719554,2017-06-18,2022-06-21
PA719550,PO792978,16,1,,1,0,True,PA793824,2022-06-19,
PA2650,PO230885,12,1,,1,3,True,PA267237,2002-06-19,2007-06-19
PA720138,PO717888,15,1,,1,3,True,PA720142,2017-06-18,2022-06-21
PA720138,PO792008,16,1,,1,0,True,PA794250,2022-06-19,
PA721226,PO718474,15,1,,1,3,True,PA721230,2017-06-18,2022-06-21
PA642965,PO644845,14,1,,4,6,True,,2012-06-20,2017-06-17
PA720892,PO718502,15,1,,1,3,True,PA720896,2017-06-18,2022-06-21
PA720892,PO792642,16,1,,1,0,True,PA795498,2022-06-19,
PA1403,PO230842,12,1,,1,3,True,PA266860,2002-06-19,2007-06-19
PA721568,PO718232,15,1,,1,3,True,PA721572,2017-06-18,2022-06-21
PA331567,PO717672,15,1,,1,17,True,PA719382,2017-06-18,2021-01-21
PA331567,PO384385,13,1,,1,3,True,PA341567,2007-06-20,2012-06-19
PA331567,PO644539,14,1,,1,3,True,PA642734,2012-06-20,2017-06-20
PA2693,PO644434,14,1,,1,3,True,PA642650,2012-06-20,2017-06-20
PA795998,PO792666,16,1,,1,0,True,PA796002,2022-06-19,
PA267735,PO717866,15,1,,1,3,True,PA642814,2017-06-18,2022-06-21
PA267735,PO644636,14,1,,1,3,True,PA642814,2012-06-20,2017-06-20
PA795026,PO792290,16,1,,1,0,True,PA795030,2022-06-19,
PA719020,PO717598,15,1,,8,3,True,,2017-06-18,2022-06-21
PA734,PO230878,12,1,,1,3,True,PA757,2002-06-19,2007-06-19
PA734,PO384710,13,1,,1,9,True,PA345897,2007-06-20,2010-06-05
PA721434,PO718188,15,1,,1,17,True,PA721438,2017-06-18,2022-01-29
PA721352,PO718150,15,1,,1,3,True,PA721356,2017-06-18,2022-06-21
PA642805,PO644642,14,1,,4,6,True,,2012-06-20,2017-06-17
PA607395,PO644655,14,1,,1,3,True,PA642835,2012-06-20,2017-06-20
PA607395,PO717900,15,1,,1,7,True,PA720198,2017-06-18,2017-07-21
PA607395,PO717900,15,1,,10,3,True,PA720198,2017-06-18,2022-06-21
PA607395,PO792004,16,1,,1,0,True,PA794266,2022-06-19,
PA342364,PO384443,13,1,,4,3,True,,2007-06-20,2012-06-19
PA267872,PO230954,12,1,,1,3,True,PA267873,2002-06-19,2007-06-19
PA267872,PO384786,13,1,,1,12,True,PA2708,2007-06-20,2007-11-29
PA1205,PO230516,12,1,,1,3,True,PA832,2002-06-19,2007-06-19
PA1205,PO384348,13,1,,1,3,True,PA341116,2007-06-20,2012-06-19
PA267641,PO230513,12,1,,1,3,True,PA267642,2002-06-19,2007-06-19
PA267641,PO384345,13,1,,1,3,True,PA267642,2007-06-20,2012-06-19
PA267655,PO230603,12,1,,1,3,True,PA267656,2002-06-19,2007-06-19
PA717151,PO718214,15,1,,1,5,True,PA721760,2017-06-18,2021-01-13
PA719154,PO717612,15,1,,1,3,True,PA719158,2017-06-18,2022-06-21
PA719154,PO792870,16,1,,1,0,True,PA793496,2022-06-19,
PA654,PO384794,13,1,,1,3,True,PA347028,2007-06-20,2012-06-19
PA654,PO230962,12,1,,15,3,True,PA2489,2003-03-23,2007-06-19
PA609435,PO644865,14,1,,1,3,True,PA642995,2012-06-20,2017-06-20
PA719632,PO792994,16,1,,1,0,True,PA793864,2022-06-19,
PA719632,PO717736,15,1,,1,3,True,PA719636,2017-06-18,2022-06-21
PA794270,PO792034,16,1,,1,0,True,PA794274,2022-06-19,
PA606712,PO644588,14,1,,1,3,True,PA342240,2012-06-20,2017-06-20
PA606712,PO717774,15,1,,1,17,True,PA342240,2017-06-18,2020-07-31
PA712015,PO717468,15,1,,1,3,True,PA718764,2017-06-18,2022-06-21
PA712015,PO644426,14,1,,19,3,True,PA712018,2016-03-20,2017-06-20
PA712015,PO792602,16,1,,1,0,True,PA718764,2022-06-19,
PA794502,PO792126,16,1,,1,0,True,PA794506,2022-06-19,
PA2240,PO644526,14,1,,10,11,True,PA642724,2012-06-20,2014-10-31
PA2240,PO644526,14,1,,1,7,True,PA642724,2012-06-20,2012-07-21
PA2240,PO384372,13,1,,1,7,True,PA341406,2007-06-20,2012-06-16
PA721150,PO792780,16,1,,1,0,True,PA795338,2022-06-19,
PA721150,PO718584,15,1,,1,3,True,PA721154,2017-06-18,2022-06-21
PA1991,PO384381,13,1,,1,3,True,PA1926,2007-06-20,2012-06-19
PA1991,PO644535,14,1,,1,3,True,PA643127,2012-06-20,2017-06-20
PA1991,PO230549,12,1,,1,3,True,PA1926,2002-06-19,2007-06-19
PA721636,PO718292,15,1,,1,17,True,PA721640,2017-06-18,2021-07-27
PA495,PO230543,12,1,,1,3,True,PA267693,2002-06-19,2007-06-19
PA720500,PO718016,15,1,,1,3,True,PA720504,2017-06-18,2022-06-21
PA793912,PO792690,16,1,,1,0,True,PA793916,2022-06-19,
PA1761,PO384320,13,1,,1,3,True,PA267397,2007-06-20,2012-06-19
PA1761,PO230488,12,1,,1,3,True,PA267397,2002-06-19,2007-06-19
PA1761,PO644474,14,1,,1,3,True,PA642658,2012-06-20,2017-06-20
PA1952,PO230918,12,1,,1,3,True,PA879,2002-06-19,2007-06-19
PA267443,PO230493,12,1,,1,3,True,PA267444,2002-06-19,2007-06-19
PA2283,PO384441,13,1,,1,7,True,PA267283,2007-06-20,2007-07-19
PA2283,PO230609,12,1,,1,3,True,PA267283,2002-06-19,2007-06-19
PA2283,PO384441,13,1,,10,3,True,PA267283,2007-06-20,2012-06-19
PA795350,PO792388,16,1,,1,0,True,PA795354,2022-06-19,
PA607632,PO644683,14,1,,1,3,True,PA642825,2012-06-20,2017-06-20
PA795422,PO792474,16,1,,1,0,True,PA795426,2022-06-19,
PA267457,PO384426,13,1,,13,3,True,,2007-06-20,2012-06-19
PA267457,PO644580,14,1,,15,3,True,PA687227,2012-12-16,2017-06-20
PA718706,PO717502,15,1,,4,6,True,,2017-06-18,2020-08-03
PA1946,PO644444,14,1,,1,3,True,PA2621,2012-06-20,2017-06-20
PA1946,PO384290,13,1,,1,7,True,PA2621,2007-06-20,2011-07-29
PA1946,PO230458,12,1,,1,3,True,PA2621,2002-06-19,2007-06-19
PA1946,PO384290,13,1,,10,3,True,PA2621,2007-06-20,2012-06-19
PA334755,PO644781,14,1,,1,3,True,PA642911,2012-06-20,2017-06-20
PA334755,PO384627,13,1,,1,3,True,PA344750,2007-06-20,2012-06-19
PA337248,PO384810,13,1,,1,3,True,PA347242,2007-06-20,2012-06-19
PA794066,PO793066,16,1,,1,0,True,PA794070,2022-06-19,
PA324,PO384682,13,1,,4,3,True,,2007-06-20,2012-06-19
PA266774,PO644769,14,1,,1,3,True,PA642928,2012-06-20,2017-06-20
PA266774,PO718132,15,1,,1,17,True,PA722280,2017-06-18,2020-06-27
PA793708,PO792902,16,1,,1,0,True,PA793712,2022-06-19,
PA330240,PO792684,16,1,,1,0,True,PA340241,2022-06-19,
PA330240,PO717512,15,1,,1,3,True,PA340241,2017-06-18,2022-06-21
PA330240,PO644438,14,1,,1,3,True,PA340241,2012-06-20,2017-06-20
PA330240,PO384284,13,1,,1,3,True,PA340240,2007-06-20,2012-06-19
PA267318,PO718204,15,1,,1,3,True,PA721394,2017-06-18,2022-06-21
PA267318,PO792308,16,1,,1,0,True,PA795116,2022-06-19,
PA267330,PO644918,14,1,,1,3,True,PA643024,2012-06-20,2017-06-20
PA267330,PO384764,13,1,,1,3,True,PA267331,2007-06-20,2012-06-19
PA267330,PO718412,15,1,,1,3,True,PA721820,2017-06-18,2022-06-21
PA267330,PO230932,12,1,,1,3,True,PA267331,2002-06-19,2007-06-19
PA607155,PO717880,15,1,,1,3,True,PA720010,2017-06-18,2022-06-21
PA607155,PO644629,14,1,,1,3,True,PA642809,2012-06-20,2017-06-20
PA720298,PO717968,15,1,,1,3,True,PA720302,2017-06-18,2022-06-21
PA267456,PO230594,12,1,,1,3,True,PA267457,2002-06-19,2007-06-19
PA267456,PO384426,13,1,,1,5,True,PA267457,2007-06-20,2007-07-04
PA267324,PO718398,15,1,,1,3,True,PA721494,2017-06-18,2022-06-21
PA267324,PO230927,12,1,,1,3,True,PA267325,2002-06-19,2007-06-19
PA267324,PO384759,13,1,,1,3,True,PA267325,2007-06-20,2012-06-19
PA267324,PO792498,16,1,,1,0,True,PA795536,2022-06-19,
PA334768,PO644782,14,1,,1,3,True,PA344763,2012-06-20,2017-06-20
PA334768,PO384628,13,1,,1,3,True,PA344763,2007-06-20,2012-06-19
PA334768,PO718130,15,1,,1,3,True,PA722352,2017-06-18,2022-06-21
PA2269,PO230468,12,1,,1,3,True,PA267176,2002-06-19,2007-06-19
PA2269,PO384300,13,1,,1,3,True,PA340432,2007-06-20,2012-06-19
PA1774,PO230756,12,1,,1,3,True,PA991,2002-06-19,2007-06-19
PA1774,PO384588,13,1,,1,3,True,PA991,2007-06-20,2012-06-19
PA1012,PO717482,15,1,,1,3,True,PA718670,2017-06-18,2022-06-21
PA1012,PO644422,14,1,,1,3,True,PA643197,2012-06-20,2017-06-20
PA1012,PO384268,13,1,,1,3,True,PA340012,2007-06-20,2012-06-19
PA342601,PO384460,13,1,,4,6,True,,2007-06-20,2012-06-16
PA342601,PO717854,15,1,,8,3,True,,2017-06-18,2022-06-21
PA795386,PO792560,16,1,,1,0,True,PA795390,2022-06-19,
PA1748,PO230778,12,1,,1,3,True,PA268009,2002-06-19,2007-06-19
PA1748,PO644764,14,1,,1,11,True,PA344545,2012-06-20,2016-03-03
PA1748,PO384610,13,1,,1,3,True,PA344545,2007-06-20,2012-06-19
PA712014,PO644706,14,1,,19,3,True,PA712017,2016-03-20,2017-06-20
PA712014,PO718022,15,1,,1,3,True,PA720508,2017-06-18,2022-06-21
PA712014,PO792138,16,1,,4,0,True,,2022-06-19,
PA793278,PO792788,16,1,,1,0,True,PA793282,2022-06-19,
PA721384,PO718200,15,1,,1,3,True,PA721388,2017-06-18,2022-06-21
PA720924,PO718486,15,1,,1,7,True,PA720928,2017-06-18,2020-08-26
PA720924,PO718486,15,1,,10,3,True,PA720928,2017-06-18,2022-06-21
PA1562,PO230698,12,1,,1,3,True,PA267174,2002-06-19,2007-06-19
PA1562,PO384530,13,1,,1,18,True,PA267174,2007-06-20,2011-09-30
PA696,PO644495,14,1,,1,3,True,PA642688,2012-06-20,2017-06-20
PA696,PO384341,13,1,,10,3,True,PA418,2007-06-20,2012-06-19
PA696,PO384341,13,1,,1,7,True,PA418,2007-06-20,2007-07-19
PA344072,PO384573,13,1,,4,6,True,,2007-06-20,2012-06-16
PA1576,PO230436,12,1,,1,3,True,PA1012,2002-06-19,2007-06-19
PA610830,PO645018,14,1,,1,3,True,PA643200,2012-06-20,2017-06-20
PA795184,PO792766,16,1,,1,0,True,PA795188,2022-06-19,
PA866,PO384467,13,1,,1,9,True,PA2664,2007-06-20,2011-05-05
PA866,PO230635,12,1,,1,3,True,PA2664,2002-06-19,2007-06-19
PA872,PO230916,12,1,,1,3,True,PA972,2002-06-19,2007-06-19
PA872,PO384748,13,1,,1,3,True,PA972,2007-06-20,2012-06-19
PA872,PO644902,14,1,,1,3,True,PA643111,2012-06-20,2017-06-20
PA719814,PO717814,15,1,,1,3,True,PA719818,2017-06-18,2022-06-21
PA719814,PO793084,16,1,,1,0,True,PA794000,2022-06-19,
PA610824,PO644993,14,1,,1,12,True,PA645325,2012-06-20,2013-01-25
PA642743,PO644565,14,1,,4,6,True,,2012-06-20,2014-05-02
PA735,PO384679,13,1,,1,3,True,PA1510,2007-06-20,2012-06-19
PA735,PO644833,14,1,,1,11,True,PA642983,2012-06-20,2017-04-26
PA735,PO230847,12,1,,1,3,True,PA1510,2002-06-19,2007-06-19
PA2876,PO384758,13,1,,1,3,True,PA267322,2007-06-20,2012-06-19
PA2876,PO230926,12,1,,1,3,True,PA267322,2002-06-19,2007-06-19
PA2876,PO644912,14,1,,1,3,True,PA267322,2012-06-20,2017-06-20
PA720878,PO718452,15,1,,1,3,True,PA720882,2017-06-18,2022-06-21
PA267708,PO230598,12,1,,1,3,True,PA267709,2002-06-19,2007-06-19
PA793330,PO792668,16,1,,1,0,True,PA793334,2022-06-19,
PA608662,PO644794,14,1,,1,3,True,PA642916,2012-06-20,2017-06-20
PA719790,PO717812,15,1,,1,3,True,PA719794,2017-06-18,2022-06-21
PA267907,PO384423,13,1,,1,3,True,PA267908,2007-06-20,2012-06-19
PA267907,PO230591,12,1,,1,3,True,PA267908,2002-06-19,2007-06-19
PA608851,PO645009,14,1,,1,3,True,PA642954,2012-06-20,2017-06-20
PA2679,PO384435,13,1,,1,7,True,PA1430,2007-06-20,2012-06-16
PA795966,PO792444,16,1,,1,0,True,PA795970,2022-06-19,
PA223837,PO384291,13,1,,1,3,True,PA224456,2007-06-20,2012-06-19
PA223837,PO230459,12,1,,1,3,True,PA224456,2002-06-19,2007-06-19
PA223837,PO717492,15,1,,1,3,True,PA224456,2017-06-18,2022-06-21
PA223837,PO644445,14,1,,1,3,True,PA224456,2012-06-20,2017-06-20
PA1364,PO644932,14,1,,1,3,True,PA643094,2012-06-20,2017-06-20
PA1364,PO384778,13,1,,1,3,True,PA346794,2007-06-20,2012-06-19
PA1364,PO230946,12,1,,1,3,True,PA267942,2002-06-19,2007-06-19
PA267913,PO230638,12,1,,1,3,True,PA267914,2002-06-19,2007-06-19
PA2645,PO230508,12,1,,1,3,True,PA267726,2002-06-19,2007-06-19
PA267091,PO384299,13,1,,1,3,True,PA340419,2007-06-20,2012-06-19
PA267091,PO644453,14,1,,1,3,True,PA340419,2012-06-20,2017-06-20
PA719960,PO717826,15,1,,1,3,True,PA719964,2017-06-18,2022-06-21
PA796062,PO792562,16,1,,1,0,True,PA796066,2022-06-19,
PA267278,PO230576,12,1,,1,3,True,PA2490,2002-06-19,2007-06-19
PA267278,PO644562,14,1,,1,7,True,PA643211,2012-06-20,2013-08-02
PA267278,PO384408,13,1,,1,3,True,PA2490,2007-06-20,2012-06-19
PA267278,PO644562,14,1,,10,3,True,PA643211,2012-06-20,2017-06-20
PA332523,PO644607,14,1,,1,3,True,PA342523,2012-06-20,2017-06-20
PA332523,PO384453,13,1,,1,3,True,PA342523,2007-06-20,2012-06-19
PA332523,PO717806,15,1,,1,3,True,PA719898,2017-06-18,2022-06-21
PA332523,PO793060,16,1,,1,0,True,PA794054,2022-06-19,
PA784314,PO718076,15,1,,4,3,True,,2021-07-07,2022-06-21
PA267522,PO230815,12,1,,4,3,True,,2002-06-19,2007-06-19
PA1199,PO384523,13,1,,1,3,True,PA1724,2007-06-20,2012-06-19
PA1199,PO230691,12,1,,1,3,True,PA1724,2002-06-19,2007-06-19
PA1199,PO644677,14,1,,1,3,True,PA642850,2012-06-20,2017-06-20
PA719592,PO717734,15,1,,1,3,True,PA719596,2017-06-18,2022-06-21
PA210741,PO230747,12,1,,1,3,True,PA267997,2002-06-19,2007-06-19
PA210741,PO384579,13,1,,1,18,True,PA267997,2007-06-20,2011-09-30
PA1600,PO230726,12,1,,1,3,True,PA267492,2002-06-19,2007-06-19
PA1166,PO230834,12,1,,1,3,True,PA267933,2002-06-19,2007-06-19
PA1166,PO384666,13,1,,1,3,True,PA267933,2007-06-20,2012-06-19
PA718868,PO717544,15,1,,1,3,True,PA718872,2017-06-18,2022-06-21
PA795580,PO792516,16,1,,1,0,True,PA795584,2022-06-19,
PA794846,PO792234,16,1,,4,0,True,,2022-06-19,
PA333818,PO384554,13,1,,1,3,True,PA343817,2007-06-20,2012-06-19
PA333818,PO644709,14,1,,1,3,True,PA642867,2012-06-20,2017-06-20
PA333818,PO718024,15,1,,1,3,True,PA720528,2017-06-18,2022-06-21
PA795596,PO792608,16,1,,1,0,True,PA795600,2022-06-19,
PA267285,PO230636,12,1,,20,3,True,PA303108,2004-07-04,2007-06-19
PA267285,PO644622,14,1,,1,3,True,PA643134,2012-06-20,2017-06-20
PA267285,PO384468,13,1,,1,7,True,PA303108,2007-06-20,2007-07-19
PA334811,PO644785,14,1,,1,3,True,PA642924,2012-06-20,2017-06-20
PA334811,PO384631,13,1,,1,3,True,PA344806,2007-06-20,2012-06-19
PA347627,PO644991,14,1,,4,11,True,,2012-06-20,2014-05-10
PA722260,PO718386,15,1,,1,3,True,PA722264,2017-06-18,2022-06-21
PA794878,PO792236,16,1,,1,0,True,PA794882,2022-06-19,
PA736201,PO792646,16,1,,1,0,True,PA795504,2022-06-19,
PA331014,PO384340,13,1,,1,3,True,PA341014,2007-06-20,2012-06-19
PA331014,PO644494,14,1,,1,3,True,PA341014,2012-06-20,2017-06-20
PA608310,PO644760,14,1,,1,3,True,PA642883,2012-06-20,2017-06-20
PA267246,PO644910,14,1,,1,3,True,PA267247,2012-06-20,2017-06-20
PA267246,PO230924,12,1,,1,3,True,PA267247,2002-06-19,2007-06-19
PA267246,PO384756,13,1,,1,3,True,PA267247,2007-06-20,2012-06-19
PA509,PO230612,12,1,,1,3,True,PA267910,2002-06-19,2007-06-19
PA720488,PO717986,15,1,,8,3,True,,2017-06-18,2022-06-21
PA2492,PO644496,14,1,,1,3,True,PA642697,2012-06-20,2017-06-20
PA2492,PO384342,13,1,,1,3,True,PA537,2007-06-20,2012-06-19
PA2492,PO230510,12,1,,1,3,True,PA537,2002-06-19,2007-06-19
PA2492,PO717626,15,1,,1,3,True,PA267446,2017-06-18,2022-06-21
PA267534,PO644839,14,1,,1,3,True,PA642986,2012-06-20,2017-06-20
PA793656,PO792958,16,1,,1,0,True,PA793660,2022-06-19,
PA253,PO384827,13,1,,1,3,True,PA268026,2007-06-20,2012-06-19
PA253,PO230995,12,1,,1,3,True,PA268026,2002-06-19,2007-06-19
PA609740,PO644897,14,1,,1,3,True,PA642990,2012-06-20,2017-06-20
PA267087,PO384487,13,1,,1,3,True,PA267088,2007-06-20,2012-06-19
PA267087,PO230655,12,1,,1,3,True,PA267088,2002-06-19,2007-06-19
PA795794,PO792556,16,1,,1,0,True,PA795798,2022-06-19,
PA795958,PO792320,16,1,,1,0,True,PA795962,2022-06-19,
PA722062,PO718314,15,1,,1,3,True,PA722066,2017-06-18,2022-06-21
PA609218,PO644845,14,1,,1,7,True,PA642965,2012-06-20,2016-03-11
PA1399,PO230731,12,1,,4,3,True,,2002-06-19,2007-06-19
PA1399,PO384563,13,1,,4,6,True,,2007-06-20,2010-12-14
PA607553,PO644673,14,1,,1,3,True,PA642848,2012-06-20,2017-06-20
PA607553,PO717962,15,1,,1,3,True,PA642848,2017-06-18,2022-06-21
PA607553,PO792062,16,1,,1,0,True,PA794366,2022-06-19,
PA2690,PO230524,12,1,,1,3,True,PA2481,2002-06-19,2007-06-19
PA2690,PO384356,13,1,,1,7,True,PA341206,2007-06-20,2011-07-29
PA2690,PO644510,14,1,,1,11,True,PA642691,2012-06-20,2016-08-17
PA720846,PO792584,16,1,,1,0,True,PA795152,2022-06-19,
PA720846,PO718464,15,1,,1,3,True,PA720850,2017-06-18,2022-06-21
PA606665,PO644582,14,1,,1,3,True,PA642776,2012-06-20,2017-06-20
PA642741,PO644546,14,1,,4,3,True,,2012-06-20,2017-06-20
PA610775,PO644997,14,1,,1,3,True,PA643190,2012-06-20,2017-06-20
PA610775,PO718562,15,1,,1,3,True,PA643190,2017-06-18,2022-06-21
PA267695,PO384388,13,1,,1,3,True,PA341599,2007-06-20,2012-06-19
PA267695,PO644542,14,1,,1,3,True,PA642737,2012-06-20,2017-06-20
PA267695,PO230556,12,1,,1,3,True,PA267696,2002-06-19,2007-06-19
PA1548,PO230888,12,1,,1,3,True,PA2719,2002-06-19,2007-06-19
PA1548,PO384720,13,1,,1,11,True,PA346028,2007-06-20,2011-05-17
PA267859,PO230590,12,1,,1,3,True,PA267860,2002-06-19,2007-06-19
PA267859,PO384421,13,1,,1,3,True,PA342068,2007-06-20,2012-06-19
PA795192,PO792722,16,1,,1,0,True,PA795196,2022-06-19,
PA342415,PO384446,13,1,,20,3,True,,2010-06-06,2012-06-19
PA342415,PO793070,16,1,,1,0,True,PA719990,2022-06-19,
PA342415,PO644600,14,1,,1,3,True,PA643180,2012-06-20,2017-06-20
PA342415,PO717796,15,1,,1,3,True,PA719990,2017-06-18,2022-06-21
PA680,PO230615,12,1,,1,3,True,PA1487,2002-06-19,2007-06-19
PA680,PO384447,13,1,,1,3,True,PA1487,2007-06-20,2012-06-19
PA680,PO644601,14,1,,1,9,True,PA642790,2012-06-20,2015-08-19
PA1206,PO384772,13,1,,1,3,True,PA346701,2007-06-20,2012-06-19
PA1206,PO718396,15,1,,1,3,True,PA721686,2017-06-18,2022-06-21
PA1206,PO230940,12,1,,1,3,True,PA266853,2002-06-19,2007-06-19
PA1206,PO644926,14,1,,1,3,True,PA643030,2012-06-20,2017-06-20
PA1206,PO792500,16,1,,1,0,True,PA795704,2022-06-19,
PA332858,PO384478,13,1,,1,3,True,PA342858,2007-06-20,2012-06-19
