id_indiv,id_territoire,id_legis,id_mandat,id_inves,id_motif_deb,id_motif_fin,remporte,id_suppleant,date_deb,date_fin
PA722228,PO718300,15,1,,1,3,True,PA722232,2017-06-18,2022-06-21
PA1886,PO230956,12,1,,1,3,True,PA1170,2002-06-19,2007-06-19
PA1886,PO384788,13,1,,1,3,True,PA346932,2007-06-20,2012-06-19
PA1886,PO644942,14,1,,1,7,True,PA643053,2012-06-20,2017-01-06
PA1886,PO644942,14,1,,10,3,True,PA643053,2012-06-20,2017-06-20
PA345722,PO718444,15,1,,1,3,True,PA721942,2017-06-18,2022-06-21
PA345722,PO792548,16,1,,1,0,True,PA795860,2022-06-19,
PA2357,PO384629,13,1,,1,3,True,PA344776,2007-06-20,2012-06-19
PA2343,PO384368,13,1,,1,3,True,PA2495,2007-06-20,2012-06-19
PA2343,PO230536,12,1,,1,3,True,PA2495,2002-06-19,2007-06-19
PA2343,PO644522,14,1,,1,3,True,PA643124,2012-06-20,2017-06-20
PA794830,PO792262,16,1,,1,0,True,PA794834,2022-06-19,
PA794818,PO792240,16,1,,1,0,True,PA794822,2022-06-19,
PA1689,PO230572,12,1,,1,3,True,PA2225,2002-06-19,2007-06-19
PA1689,PO384404,13,1,,1,3,True,PA341816,2007-06-20,2012-06-19
PA1689,PO644558,14,1,,1,3,True,PA341816,2012-06-20,2017-06-20
PA608416,PO644770,14,1,,1,3,True,PA642929,2012-06-20,2017-06-20
PA608416,PO718138,15,1,,1,3,True,PA722328,2017-06-18,2022-06-21
PA608416,PO792238,16,1,,1,0,True,PA722328,2022-06-19,
PA606375,PO645001,14,1,,4,6,True,,2012-06-20,2014-12-21
PA227,PO384390,13,1,,4,3,True,,2007-06-20,2012-06-19
PA721912,PO718278,15,1,,4,3,True,,2017-06-18,2022-06-21
PA2155,PO717514,15,1,,1,3,True,PA718888,2017-06-18,2022-06-21
PA2155,PO230471,12,1,,4,3,True,,2002-06-19,2007-06-19
PA2155,PO644457,14,1,,14,3,True,PA705466,2014-12-14,2017-06-20
PA2155,PO384303,13,1,,4,6,True,,2007-06-20,2012-06-16
PA343623,PO644692,14,1,,1,5,True,PA642876,2012-06-20,2016-04-15
PA343623,PO384538,13,1,,13,3,True,,2007-06-20,2012-06-19
PA719080,PO717578,15,1,,1,3,True,PA719084,2017-06-18,2022-06-21
PA719080,PO792810,16,1,,1,0,True,PA793544,2022-06-19,
PA267965,PO644818,14,1,,1,3,True,PA642956,2012-06-20,2017-06-20
PA267965,PO384678,13,1,,1,3,True,PA267966,2007-06-20,2012-06-19
PA267965,PO230846,12,1,,15,3,True,PA267966,2003-02-02,2007-06-19
PA610729,PO645015,14,1,,1,3,True,PA643172,2012-06-20,2017-06-20
PA267756,PO230568,12,1,,4,3,True,,2002-06-19,2007-06-19
PA721286,PO718472,15,1,,1,3,True,PA721290,2017-06-18,2022-06-21
PA720198,PO717900,15,1,,4,6,True,,2017-06-18,2018-11-16
PA2828,PO717600,15,1,,1,3,True,PA719040,2017-06-18,2022-06-21
PA2828,PO644485,14,1,,1,3,True,PA642708,2012-06-20,2017-06-20
PA606639,PO645004,14,1,,1,3,True,PA642775,2012-06-20,2017-06-20
PA606639,PO718548,15,1,,1,3,True,PA719838,2017-06-18,2022-06-21
PA606639,PO792742,16,1,,1,0,True,PA793920,2022-06-19,
PA608172,PO792182,16,1,,1,0,True,PA794694,2022-06-19,
PA608172,PO718066,15,1,,1,3,True,PA642900,2017-06-18,2022-06-21
PA608172,PO644746,14,1,,1,3,True,PA642900,2012-06-20,2017-06-20
PA267018,PO384642,13,1,,1,3,True,PA344954,2007-06-20,2012-06-19
PA267018,PO230810,12,1,,1,3,True,,2002-06-19,2007-06-19
PA2800,PO644684,14,1,,4,6,True,,2012-06-20,2014-09-26
PA610701,PO644988,14,1,,1,3,True,PA643169,2012-06-20,2017-06-20
PA810,PO384437,13,1,,1,3,True,PA2646,2007-06-20,2012-06-19
PA810,PO644589,14,1,,1,3,True,PA2679,2012-06-20,2017-06-20
PA810,PO230605,12,1,,1,3,True,PA2646,2002-06-19,2007-06-19
PA590032,PO644868,14,1,,1,7,True,PA609465,2012-06-20,2012-07-21
PA590032,PO644868,14,1,,10,3,True,PA609465,2012-06-20,2017-06-20
PA1514,PO230740,12,1,,1,3,True,PA267497,2002-06-19,2007-06-19
PA1514,PO384572,13,1,,1,3,True,PA344062,2007-06-20,2012-06-19
PA719692,PO717784,15,1,,1,3,True,PA719696,2017-06-18,2022-06-21
PA344776,PO644783,14,1,,1,3,True,PA642922,2012-06-20,2017-06-20
PA642682,PO644468,14,1,,4,6,True,,2012-06-20,2014-05-02
PA722162,PO718352,15,1,,1,3,True,PA722166,2017-06-18,2022-06-21
PA722162,PO792472,16,1,,1,0,True,PA795418,2022-06-19,
PA1266,PO230645,12,1,,1,3,True,PA267731,2002-06-19,2007-06-19
PA795864,PO792542,16,1,,1,0,True,PA721950,2022-06-19,
PA588872,PO644821,14,1,,1,7,True,PA267954,2012-06-20,2012-07-21
PA588872,PO644821,14,1,,10,3,True,PA267954,2012-06-20,2017-06-20
PA330008,PO384267,13,1,,1,3,True,PA267250,2007-06-20,2012-06-19
PA330008,PO717478,15,1,,1,3,True,PA642640,2017-06-18,2022-06-21
PA330008,PO644421,14,1,,1,3,True,PA642640,2012-06-20,2017-06-20
PA330008,PO792640,16,1,,1,0,True,PA642640,2022-06-19,
PA267622,PO230933,12,1,,1,3,True,PA267623,2002-06-19,2007-06-19
PA267622,PO644919,14,1,,1,7,True,PA267623,2012-06-20,2012-07-21
PA267622,PO718410,15,1,,1,11,True,PA722016,2017-06-18,2018-10-03
PA267622,PO384765,13,1,,1,7,True,PA267623,2007-06-20,2012-06-16
PA267622,PO644919,14,1,,10,3,True,PA267623,2012-06-20,2017-06-20
PA720952,PO718600,15,1,,1,3,True,PA720956,2017-06-18,2022-06-21
PA720952,PO792814,16,1,,1,0,True,PA795680,2022-06-19,
PA267144,PO230547,12,1,,1,3,True,PA267145,2002-06-19,2007-06-19
PA267144,PO384379,13,1,,1,3,True,PA267145,2007-06-20,2012-06-19
PA643205,PO718208,15,1,,1,3,True,PA721698,2017-06-18,2022-06-21
PA643205,PO644824,14,1,,4,6,True,,2012-06-20,2017-06-17
PA643211,PO644562,14,1,,4,6,True,,2012-06-20,2014-05-02
PA610891,PO645023,14,1,,1,3,True,PA643070,2012-06-20,2017-06-20
PA422119,PO644869,14,1,,1,3,True,PA427304,2012-06-20,2017-06-20
PA422119,PO384715,13,1,,"élection partielle, remplacement d'un député déchu de son mandat",7,True,PA427304,2009-10-18,2011-07-29
PA2960,PO644724,14,1,,1,3,True,PA642860,2012-06-20,2017-06-20
PA2960,PO718056,15,1,,1,3,True,PA642860,2017-06-18,2022-06-21
PA2960,PO384570,13,1,,10,3,True,PA267773,2007-06-20,2012-06-19
PA2960,PO384570,13,1,,1,7,True,PA267773,2007-06-20,2007-07-19
PA2960,PO792160,16,1,,1,0,True,PA794578,2022-06-19,
PA2960,PO230738,12,1,,20,3,True,PA267773,2005-09-18,2007-06-19
PA267178,PO384301,13,1,,1,3,True,PA340448,2007-06-20,2012-06-19
PA267178,PO644455,14,1,,1,3,True,PA643117,2012-06-20,2017-06-20
PA605278,PO644451,14,1,,1,3,True,PA642668,2012-06-20,2017-06-20
PA609442,PO644866,14,1,,1,3,True,PA642996,2012-06-20,2017-06-20
PA2237,PO230886,12,1,,1,3,True,PA266810,2002-06-19,2007-06-19
PA2237,PO384718,13,1,,1,3,True,PA345998,2007-06-20,2012-06-19
PA1058,PO384812,13,1,,1,3,True,PA267838,2007-06-20,2012-06-19
PA1058,PO230980,12,1,,1,3,True,PA267838,2002-06-19,2007-06-19
PA795482,PO792464,16,1,,1,0,True,PA795486,2022-06-19,
PA332384,PO644598,14,1,,1,3,True,PA643163,2012-06-20,2017-06-20
PA332384,PO384444,13,1,,1,3,True,PA342384,2007-06-20,2012-06-19
PA2579,PO230452,12,1,,1,3,True,PA1247,2002-06-19,2007-06-19
PA390,PO230744,12,1,,1,3,True,PA2131,2002-06-19,2007-06-19
PA390,PO384576,13,1,,1,3,True,PA344109,2007-06-20,2012-06-19
PA719484,PO717700,15,1,,8,3,True,,2017-06-18,2022-06-21
PA384,PO384305,13,1,,1,3,True,PA267093,2007-06-20,2012-06-19
PA384,PO230473,12,1,,1,3,True,PA267093,2002-06-19,2007-06-19
PA722374,PO792274,16,1,,1,0,True,PA794926,2022-06-19,
PA722374,PO718174,15,1,,1,3,True,PA722378,2017-06-18,2022-06-21
PA1931,PO644816,14,1,,1,3,True,PA1918,2012-06-20,2017-06-20
PA1931,PO230833,12,1,,1,3,True,PA266857,2002-06-19,2007-06-19
PA1931,PO384665,13,1,,10,3,True,PA345264,2007-06-20,2012-06-19
PA1931,PO384665,13,1,,1,7,True,PA345264,2007-06-20,2009-07-23
PA793756,PO792966,16,1,,1,0,True,PA793760,2022-06-19,
PA721872,PO718334,15,1,,10,9,True,PA721876,2017-06-18,2021-04-05
PA721872,PO718334,15,1,,1,7,True,PA721876,2017-06-18,2017-07-21
PA268049,PO384825,13,1,,4,3,True,,2007-06-20,2012-06-19
PA347,PO230841,12,1,,1,3,True,PA1521,2002-06-19,2007-06-19
PA606573,PO644577,14,1,,1,3,True,PA642747,2012-06-20,2017-06-20
PA346,PO644933,14,1,,1,3,True,PA267973,2012-06-20,2017-06-20
PA346,PO384779,13,1,,1,3,True,PA346809,2007-06-20,2012-06-19
PA346,PO230947,12,1,,1,3,True,PA267973,2002-06-19,2007-06-19
PA794004,PO793072,16,1,,4,0,True,,2022-06-19,
PA794762,PO792194,16,1,,1,0,True,PA794766,2022-06-19,
PA268048,PO230993,12,1,,1,3,True,PA268049,2002-06-19,2007-06-19
PA268048,PO384825,13,1,,1,7,True,PA268049,2007-06-20,2012-06-16
PA268048,PO644979,14,1,,1,7,True,PA643145,2012-06-20,2012-07-21
PA268048,PO644979,14,1,,10,3,True,PA643145,2012-06-20,2017-06-20
PA795326,PO792804,16,1,,4,0,True,,2022-06-19,
PA794038,PO793068,16,1,,1,0,True,PA794042,2022-06-19,
PA795454,PO792860,16,1,,1,0,True,PA795458,2022-06-19,
PA720576,PO718050,15,1,,1,3,True,PA720580,2017-06-18,2022-06-21
PA793964,PO793004,16,1,,1,0,True,PA793968,2022-06-19,
PA720210,PO717938,15,1,,1,3,True,PA417099,2017-06-18,2022-06-21
PA721126,PO718576,15,1,,1,3,True,PA721130,2017-06-18,2022-06-21
PA2236,PO644534,14,1,,1,11,True,PA267110,2012-06-20,2016-07-20
PA2236,PO230548,12,1,,1,3,True,PA267110,2002-06-19,2007-06-19
PA2236,PO384380,13,1,,1,7,True,PA267110,2007-06-20,2007-07-19
PA2236,PO384380,13,1,,10,3,True,PA267110,2007-06-20,2012-06-19
PA605084,PO644429,14,1,,1,3,True,PA642646,2012-06-20,2017-06-20
PA605084,PO717470,15,1,,1,3,True,PA718702,2017-06-18,2022-06-21
PA721640,PO718292,15,1,,8,11,True,,2017-06-18,2021-08-25
PA793780,PO792694,16,1,,1,0,True,PA793784,2022-06-19,
PA335159,PO644812,14,1,,1,3,True,PA722,2012-06-20,2017-06-20
PA335159,PO384658,13,1,,1,3,True,PA345154,2007-06-20,2012-06-19
PA794206,PO791954,16,1,,1,0,True,PA794210,2022-06-19,
PA332636,PO644616,14,1,,1,3,True,PA642817,2012-06-20,2017-06-20
PA332636,PO384462,13,1,,1,3,True,PA342636,2007-06-20,2012-06-19
PA2791,PO230998,12,1,,1,3,True,PA266865,2002-06-19,2007-06-19
PA2791,PO384830,13,1,,1,7,True,PA347497,2007-06-20,2012-06-16
PA267151,PO644537,14,1,,1,3,True,PA642733,2012-06-20,2017-06-20
PA267151,PO384383,13,1,,1,12,True,PA267152,2007-06-20,2007-11-29
PA267151,PO384383,13,1,,15,3,True,,2008-09-14,2012-06-19
PA267151,PO230551,12,1,,1,3,True,PA267152,2002-06-19,2007-06-19
PA267623,PO384765,13,1,,4,3,True,,2007-06-20,2012-06-19
PA267623,PO644919,14,1,,4,6,True,,2012-06-20,2017-01-06
PA720006,PO717882,15,1,,4,6,True,,2017-06-18,2022-06-20
PA720006,PO791982,16,1,,4,0,True,,2022-06-19,
PA267810,PO230870,12,1,,1,3,True,PA267811,2002-06-19,2007-06-19
PA267810,PO384702,13,1,,1,3,True,PA267811,2007-06-20,2012-06-19
PA1515,PO384541,13,1,,1,18,True,PA343653,2007-06-20,2011-09-30
PA1515,PO230709,12,1,,1,3,True,PA2874,2002-06-19,2007-06-19
PA721442,PO792286,16,1,,1,0,True,PA795022,2022-06-19,
PA721442,PO718186,15,1,,8,3,True,,2017-06-18,2022-06-21
PA610066,PO644929,14,1,,1,3,True,PA643022,2012-06-20,2017-06-20
PA429893,PO718496,15,1,,1,17,True,PA720888,2017-06-18,2020-06-23
PA2801,PO230805,12,1,,1,3,True,PA266841,2002-06-19,2007-06-19
PA2801,PO644791,14,1,,1,3,True,PA642913,2012-06-20,2017-06-20
PA2801,PO384637,13,1,,1,3,True,PA266841,2007-06-20,2012-06-19
PA609245,PO644850,14,1,,1,3,True,PA1746,2012-06-20,2017-06-20
PA609245,PO718284,15,1,,1,17,True,PA721576,2017-06-18,2020-06-22
PA2815,PO230479,12,1,,4,3,True,,2002-06-19,2007-06-19
PA2815,PO644465,14,1,,1,3,True,PA642680,2012-06-20,2017-06-20
PA2815,PO384311,13,1,,1,3,True,PA340584,2007-06-20,2012-06-19
PA795050,PO792348,16,1,,1,0,True,PA795054,2022-06-19,
PA267743,PO230741,12,1,,1,3,True,PA267744,2002-06-19,2007-06-19
PA267743,PO644727,14,1,,1,3,True,PA344072,2012-06-20,2017-06-20
PA267743,PO384573,13,1,,10,3,True,PA344072,2007-06-20,2012-06-19
PA267743,PO384573,13,1,,1,7,True,PA344072,2007-06-20,2011-10-28
PA719718,PO717790,15,1,,1,3,True,PA719722,2017-06-18,2022-06-21
PA719718,PO793044,16,1,,1,0,True,PA794074,2022-06-19,
PA267031,PO230862,12,1,,1,3,True,PA267032,2002-06-19,2007-06-19
PA267031,PO384694,13,1,,1,3,True,PA345690,2007-06-20,2012-06-19
PA795722,PO792414,16,1,,1,0,True,PA795726,2022-06-19,
PA720614,PO718082,15,1,,1,3,True,PA720618,2017-06-18,2022-06-21
PA720614,PO792198,16,1,,1,0,True,PA720618,2022-06-19,
PA609292,PO644856,14,1,,1,3,True,PA642979,2012-06-20,2017-06-20
PA721278,PO718462,15,1,,1,3,True,PA721282,2017-06-18,2022-06-21
PA608826,PO644814,14,1,,1,3,True,PA525,2012-06-20,2017-06-20
PA608826,PO718192,15,1,,1,3,True,PA721446,2017-06-18,2022-06-21
PA608826,PO792312,16,1,,1,0,True,PA721446,2022-06-19,
PA267780,PO718244,15,1,,1,3,True,PA722212,2017-06-18,2022-06-21
PA267780,PO792364,16,1,,1,7,True,PA795266,2022-06-19,2022-08-04
PA607283,PO644641,14,1,,1,3,True,PA642804,2012-06-20,2017-06-20
PA267794,PO644446,14,1,,1,3,True,PA642665,2012-06-20,2017-06-20
PA267794,PO230460,12,1,,1,3,True,PA267795,2002-06-19,2007-06-19
PA267794,PO792648,16,1,,1,0,True,PA793346,2022-06-19,
PA267794,PO384292,13,1,,1,3,True,PA267795,2007-06-20,2012-06-19
PA267794,PO717498,15,1,,1,3,True,PA718824,2017-06-18,2022-06-21
PA721522,PO718252,15,1,,1,3,True,PA721526,2017-06-18,2022-06-21
PA721522,PO792356,16,1,,1,0,True,PA795342,2022-06-19,
PA330357,PO644448,14,1,,1,3,True,PA340357,2012-06-20,2017-06-20
PA330357,PO792724,16,1,,1,7,True,PA793190,2022-06-19,2022-07-22
PA330357,PO384294,13,1,,1,3,True,PA340357,2007-06-20,2012-06-19
PA330357,PO717532,15,1,,1,7,True,PA340357,2017-06-18,2017-12-24
PA795508,PO792622,16,1,,1,0,True,PA795512,2022-06-19,
PA606412,PO644564,14,1,,1,3,True,PA642742,2012-06-20,2017-06-20
PA226,PO230919,12,1,,1,3,True,PA2826,2002-06-19,2007-06-19
PA226,PO384751,13,1,,1,3,True,PA2826,2007-06-20,2012-06-19
PA343385,PO384519,13,1,,4,6,True,,2007-06-20,2012-06-16
PA609709,PO644895,14,1,,1,3,True,PA642988,2012-06-20,2017-06-20
PA267227,PO230791,12,1,,1,3,True,PA267228,2002-06-19,2007-06-19
PA267227,PO644777,14,1,,1,3,True,PA642935,2012-06-20,2017-06-20
PA267227,PO384623,13,1,,1,3,True,PA267228,2007-06-20,2012-06-19
PA267233,PO644841,14,1,,1,3,True,PA642961,2012-06-20,2017-06-20
PA267233,PO384687,13,1,,1,3,True,PA395,2007-06-20,2012-06-19
PA267233,PO718240,15,1,,1,17,True,PA722198,2017-06-18,2020-06-17
PA1844,PO384486,13,1,,1,3,True,PA267295,2007-06-20,2012-06-19
PA1844,PO644640,14,1,,1,3,True,PA267295,2012-06-20,2017-06-20
PA1844,PO230654,12,1,,1,3,True,PA267295,2002-06-19,2007-06-19
PA720370,PO717954,15,1,,1,3,True,PA720374,2017-06-18,2022-06-21
PA720370,PO792070,16,1,,1,0,True,PA794398,2022-06-19,
PA1677,PO230643,12,1,,1,3,True,PA266822,2002-06-19,2007-06-19
PA1677,PO384475,13,1,,1,3,True,PA266822,2007-06-20,2012-06-19
PA343408,PO644671,14,1,,4,6,True,,2012-06-20,2017-06-17
PA720402,PO717930,15,1,,1,3,True,PA720406,2017-06-18,2022-06-21
PA1893,PO230558,12,1,,1,3,True,PA227,2002-06-19,2007-06-19
PA1893,PO644544,14,1,,1,7,True,PA642739,2012-06-20,2012-07-21
PA1893,PO384390,13,1,,1,7,True,PA227,2007-06-20,2012-06-16
PA1893,PO644544,14,1,,10,3,True,PA642739,2012-06-20,2017-06-20
PA721734,PO718328,15,1,,1,3,True,PA721738,2017-06-18,2022-06-21
PA2424,PO384801,13,1,,1,3,True,PA347122,2007-06-20,2012-06-19
PA2424,PO644955,14,1,,1,12,True,PA347122,2012-06-20,2012-10-18
PA2430,PO644574,14,1,,1,3,True,PA642758,2012-06-20,2017-06-20
PA2430,PO384420,13,1,,1,3,True,PA342040,2007-06-20,2012-06-19
PA721046,PO718516,15,1,,1,3,True,PA721050,2017-06-18,2022-06-21
PA721046,PO792678,16,1,,1,0,True,PA795946,2022-06-19,
PA605694,PO644492,14,1,,1,3,True,PA642685,2012-06-20,2017-06-20
PA605694,PO792850,16,1,,1,0,True,PA793556,2022-06-19,
PA605694,PO717586,15,1,,1,3,True,PA642685,2017-06-18,2022-06-21
PA793190,PO792724,16,1,,4,0,True,,2022-06-19,
PA721722,PO792366,16,1,,1,0,True,PA795474,2022-06-19,
PA720414,PO792120,16,1,,1,0,True,PA794614,2022-06-19,
PA720414,PO718000,15,1,,1,3,True,PA720418,2017-06-18,2022-06-21
PA595,PO230826,12,1,,1,3,True,PA722,2002-06-19,2007-06-19
PA1661,PO384813,13,1,,1,3,True,PA1492,2007-06-20,2012-06-19
PA1661,PO644967,14,1,,1,3,True,PA1492,2012-06-20,2017-06-20
PA1661,PO230981,12,1,,1,3,True,PA1492,2002-06-19,2007-06-19
PA581,PO230467,12,1,,1,3,True,PA267091,2002-06-19,2007-06-19
PA605131,PO717502,15,1,,10,3,True,PA718706,2017-06-18,2022-06-21
PA605131,PO717502,15,1,,1,7,True,PA718706,2017-06-18,2017-07-21
PA605131,PO644435,14,1,,1,7,True,PA642651,2012-06-20,2017-06-17
PA795244,PO792674,16,1,,1,0,True,PA795248,2022-06-19,
PA605643,PO644486,14,1,,1,3,True,PA642709,2012-06-20,2017-06-20
PA556,PO230757,12,1,,1,3,True,PA267923,2002-06-19,2007-06-19
PA230,PO230825,12,1,,1,3,True,PA422,2002-06-19,2007-06-19
PA230,PO384657,13,1,,1,3,True,PA345144,2007-06-20,2012-06-19
PA230,PO644811,14,1,,1,3,True,PA345144,2012-06-20,2017-06-20
PA795278,PO792492,16,1,,1,0,True,PA795282,2022-06-19,
PA794166,PO791988,16,1,,1,0,True,PA794170,2022-06-19,
PA719242,PO717662,15,1,,1,3,True,PA719246,2017-06-18,2022-06-21
PA542,PO230839,12,1,,1,3,True,PA267961,2002-06-19,2007-06-19
PA542,PO384671,13,1,,1,3,True,PA267961,2007-06-20,2012-06-19
PA721246,PO718500,15,1,,1,3,True,PA721250,2017-06-18,2022-06-21
PA720170,PO717926,15,1,,1,3,True,PA720174,2017-06-18,2022-06-21
PA720170,PO792042,16,1,,1,7,True,PA720174,2022-06-19,2022-08-04
PA1477,PO230904,12,1,,1,3,True,PA267564,2002-06-19,2007-06-19
PA1477,PO644890,14,1,,1,3,True,PA643161,2012-06-20,2017-06-20
PA1477,PO384736,13,1,,1,3,True,PA346246,2007-06-20,2012-06-19
PA783,PO230611,12,1,,1,3,True,PA267865,2002-06-19,2007-06-19
PA1463,PO230807,12,1,,1,3,True,PA267503,2002-06-19,2007-06-19
PA1463,PO384639,13,1,,1,3,True,PA267503,2007-06-20,2012-06-19
PA2181,PO230764,12,1,,1,3,True,PA267667,2002-06-19,2007-06-19
PA2181,PO384596,13,1,,1,3,True,PA267667,2007-06-20,2012-06-19
PA607256,PO645007,14,1,,1,3,True,PA642801,2012-06-20,2017-06-20
PA795046,PO792346,16,1,,4,0,True,,2022-06-19,
PA754,PO644726,14,1,,1,3,True,PA642861,2012-06-20,2017-06-20
PA609535,PO644876,14,1,,1,3,True,PA643112,2012-06-20,2017-06-20
PA606606,PO644580,14,1,,1,12,True,PA643128,2012-06-20,2012-10-24
PA998,PO718048,15,1,,1,5,True,PA343988,2017-06-18,2021-03-07
PA998,PO644721,14,1,,1,3,True,PA343988,2012-06-20,2017-06-20
PA998,PO384567,13,1,,1,3,True,PA343988,2007-06-20,2012-06-19
PA998,PO230735,12,1,,1,3,True,PA267472,2002-06-19,2007-06-19
PA794402,PO792064,16,1,,1,0,True,PA794406,2022-06-19,
PA642736,PO644541,14,1,,4,6,True,,2012-06-20,2017-06-17
PA590031,PO645001,14,1,,10,3,True,PA606375,2012-06-20,2017-06-20
PA590031,PO645001,14,1,,1,7,True,PA606375,2012-06-20,2012-07-21
PA720038,PO717886,15,1,,1,3,True,PA720042,2017-06-18,2022-06-21
PA720038,PO791986,16,1,,1,0,True,PA794162,2022-06-19,
PA2744,PO230928,12,1,,1,3,True,PA267785,2002-06-19,2007-06-19
PA2744,PO384760,13,1,,1,3,True,PA346544,2007-06-20,2012-06-19
PA720992,PO792710,16,1,,1,0,True,PA795816,2022-06-19,
PA642695,PO644516,14,1,,13,3,True,,2012-06-20,2017-06-20
PA642695,PO717664,15,1,,1,3,True,PA719238,2017-06-18,2022-06-21
PA642695,PO792938,16,1,,1,0,True,PA719238,2022-06-19,
PA1271,PO230758,12,1,,1,3,True,PA268007,2002-06-19,2007-06-19
PA1271,PO384590,13,1,,1,3,True,PA268007,2007-06-20,2012-06-19
PA719108,PO792862,16,1,,1,0,True,PA719112,2022-06-19,
PA719108,PO717588,15,1,,1,3,True,PA719112,2017-06-18,2022-06-21
PA608011,PO644728,14,1,,1,3,True,PA643192,2012-06-20,2017-06-20
PA608011,PO718034,15,1,,1,17,True,PA643192,2017-06-18,2020-08-02
PA794562,PO792172,16,1,,1,0,True,PA794566,2022-06-19,
PA634,PO384527,13,1,,1,3,True,PA343483,2007-06-20,2012-06-19
PA634,PO230695,12,1,,1,3,True,PA267052,2002-06-19,2007-06-19
PA719652,PO717746,15,1,,1,3,True,PA719656,2017-06-18,2022-06-21
PA607691,PO644689,14,1,,1,3,True,PA642873,2012-06-20,2017-06-20
PA334906,PO644792,14,1,,1,3,True,PA642914,2012-06-20,2017-06-20
PA334906,PO384638,13,1,,1,3,True,PA344901,2007-06-20,2012-06-19
PA793796,PO793010,16,1,,1,0,True,PA793800,2022-06-19,
PA267386,PO231004,12,1,,1,3,True,PA267387,2002-06-19,2007-06-19
PA721656,PO718348,15,1,,1,3,True,PA721660,2017-06-18,2022-06-21
PA720560,PO792118,16,1,,1,0,True,PA794610,2022-06-19,
PA720560,PO718002,15,1,,1,3,True,PA720564,2017-06-18,2022-06-21
PA721118,PO718574,15,1,,1,3,True,PA721122,2017-06-18,2022-06-21
PA721118,PO792754,16,1,,1,0,True,PA795240,2022-06-19,
PA2591,PO230772,12,1,,1,3,True,PA267009,2002-06-19,2007-06-19
PA2591,PO384604,13,1,,1,3,True,PA267009,2007-06-20,2012-06-19
PA1098,PO230608,12,1,,1,3,True,PA267659,2002-06-19,2007-06-19
PA795330,PO792792,16,1,,1,0,True,PA795334,2022-06-19,
PA643004,PO718304,15,1,,8,3,True,,2017-06-11,2022-06-21
PA795318,PO792572,16,1,,1,0,True,PA795322,2022-06-19,
PA606202,PO717724,15,1,,1,3,True,PA719566,2017-06-18,2022-06-21
PA606202,PO644549,14,1,,1,3,True,PA642713,2012-06-20,2017-06-20
PA350,PO230441,12,1,,1,3,True,PA969,2002-06-19,2007-06-19
PA350,PO384273,13,1,,1,3,True,PA340076,2007-06-20,2012-06-19
PA267378,PO384732,13,1,,1,3,True,PA346183,2007-06-20,2012-06-19
PA267378,PO230900,12,1,,1,3,True,PA267379,2002-06-19,2007-06-19
PA267378,PO644886,14,1,,1,3,True,PA346183,2012-06-20,2017-06-20
PA267378,PO718350,15,1,,1,3,True,PA721652,2017-06-18,2022-06-21
PA721864,PO718330,15,1,,13,3,True,,2017-06-18,2022-06-21
PA610313,PO644949,14,1,,1,3,True,PA643058,2012-06-20,2017-06-20
PA330546,PO384308,13,1,,1,3,True,PA340546,2007-06-20,2012-06-19
PA330546,PO644462,14,1,,1,3,True,PA642678,2012-06-20,2017-06-20
PA331658,PO384393,13,1,,1,3,True,PA1569,2007-06-20,2012-06-19
PA331658,PO644547,14,1,,1,3,True,PA1569,2012-06-20,2017-06-20
PA608574,PO644786,14,1,,1,7,True,PA643165,2012-06-20,2016-03-11
PA608574,PO644786,14,1,,10,3,True,PA643165,2012-06-20,2017-06-20
PA267350,PO230775,12,1,,1,3,True,PA267351,2002-06-19,2007-06-19
PA267350,PO384607,13,1,,1,5,True,PA344492,2007-06-20,2010-04-01
PA718954,PO717576,15,1,,1,3,True,PA718958,2017-06-18,2022-06-21
PA1066,PO384417,13,1,,14,3,True,PA417108,2008-11-30,2012-06-19
PA794946,PO792254,16,1,,1,0,True,PA794950,2022-06-19,
PA2553,PO230661,12,1,,1,3,True,PA267369,2002-06-19,2007-06-19
PA408269,PO384383,13,1,,15,12,True,,2008-02-04,2008-06-26
PA345898,PO384711,13,1,,16,3,True,,2007-06-20,2012-06-19
PA793218,PO792768,16,1,,1,0,True,PA793222,2022-06-19,
PA609332,PO718590,15,1,,1,3,True,PA721772,2017-06-18,2022-06-21
PA609332,PO645011,14,1,,1,3,True,PA642967,2012-06-20,2017-06-20
PA609332,PO792786,16,1,,1,0,True,PA795524,2022-06-19,
PA608038,PO644730,14,1,,1,3,True,PA642889,2012-06-20,2017-06-20
PA621,PO230853,12,1,,1,3,True,PA267534,2002-06-19,2007-06-19
PA621,PO384685,13,1,,1,3,True,PA267534,2007-06-20,2012-06-19
PA421348,PO792518,16,1,,1,0,True,PA795548,2022-06-19,
PA421348,PO718402,15,1,,1,3,True,PA721556,2017-06-18,2022-06-21
PA2792,PO230662,12,1,,1,3,True,PA267467,2002-06-19,2007-06-19
PA2792,PO384494,13,1,,1,3,True,PA267467,2007-06-20,2012-06-19
PA2792,PO644648,14,1,,1,3,True,PA267467,2012-06-20,2017-06-20
PA2792,PO717890,15,1,,1,17,True,PA720134,2017-06-18,2020-07-31
PA793230,PO792680,16,1,,1,0,True,PA793234,2022-06-19,
PA721482,PO792462,16,1,,1,0,True,PA795494,2022-06-19,
PA720944,PO718488,15,1,,1,3,True,PA720948,2017-06-18,2022-06-21
